s2_cellid,18-25,26-35,36-45,46-55,56-65,66-75,75+
10836446046813421568,8557015.485937303,7612960.029214377,14378690.802395357,10699295.176193178,6717317.672836214,2783753.269824017,1101398.0328434154
10836446081173159936,338138876.69605064,304998775.04334444,499102605.7036,391601007.477922,284500319.56041205,118879864.26764779,47343498.164985105
10836446115532898304,137523121.11979637,124290655.85741046,169895402.2081333,181001221.26763576,124999537.92503828,76795557.32634677,38988513.7195299
10836446837087404032,192522671.40458634,173998153.19383577,237841582.02731544,253388945.52562395,174990538.09798312,107508364.61596316,54581169.728104375
10836446871447142400,720495618.1224161,651169579.2652764,890096820.32649,948281174.3673037,654883474.2040519,402338618.3673286,204264221.63264376
10836446905806880768,749740911.0823419,677600892.1465839,926226314.5501783,986772401.8712609,681465536.0181423,418669752.75216687,212555412.93571547
10836446940166619136,519364129.2243992,469390948.4055567,641619946.5847818,683561723.3434532,472068083.0922803,290022924.3950683,147242407.76980388
10836446974526357504,384522951.796997,347524179.80278426,475037804.7114104,506090345.49226755,349506256.8739028,214725016.03784198,109014238.91151977
10836447111965310976,46419375.06039525,41952905.98241907,57346272.626158394,61094916.316602685,42192181.11159637,25921472.327540305,13160132.104751231
10836447215044526080,323738.5011985641,292588.404863307,399944.9868758893,426088.8177286943,294257.1600241244,180781.8090885452,91781.53384495372
10836447249404264448,191921514.06279728,173454839.170157,237098915.13943514,252597731.5671868,174444125.32511988,107172666.78764454,54410738.522957996
10836447283764002816,480008525.18561023,433822137.8825275,593000222.6949377,631763797.7528822,436296408.63090694,268045997.74110538,136084891.16086888
10836447318123741184,28266904.603407048,25547064.985209808,34920797.955068156,37203520.49176941,25692770.679041803,15784783.498466136,8013813.16075973
10836447352483479552,546676576.8159587,495942145.07859325,676055703.694371,719627994.4118714,497284943.2416514,305736562.4586696,155477550.27092287
10836447386843217920,264948791.51853806,240334840.5135392,327569439.8891874,348721755.6593875,241003327.27167803,148153074.39818877,75337039.21126091
10836447421202956288,386264300.1102909,393241035.7655912,278257767.1812864,374551584.25000596,353608480.9790258,177155107.3400641,94811059.39555392
10836447455562694656,889160672.9658835,904762231.2618895,643149007.828049,862582511.1000926,813435768.9996215,407153765.600942,217708018.20881525
10836447489922433024,779148014.0613602,890357332.2172056,684967889.0898802,824339376.1402396,654587727.4158356,308022571.36057734,157086796.4925294
10836447524282171392,691773862.8063797,647477274.3149077,834914687.6741141,891202335.221411,632874324.5635991,383657873.08643794,197167795.9826508
10836447558641909760,766116043.2354727,696010162.2810364,927489012.4869671,948055087.7174318,701353410.2849989,396142244.90385866,193006515.6764592
10836447593001648128,582127208.85612,528689535.74626535,705629362.8769988,723181712.6230134,532684567.6494076,302481976.8199201,147782191.83555984
10836447627361386496,738850401.5322144,671594239.0885255,1005034196.7414289,817050962.0573523,645242997.6553317,270748617.35509884,108178030.82301039
10836447661721124864,757947431.0826153,715326726.2092141,848676720.8083296,765395368.1407486,707958848.5916425,301025172.52804077,121838184.91769335
10836447696080863232,802302520.6439724,781440723.3102076,834139416.3209729,828768190.9178315,670865244.6503392,353751486.26779485,217352104.60768756
10836447730440601600,733605209.7960069,615762339.0702308,1104655922.4181716,866795986.5142429,606854930.5971668,257429659.10519224,96386580.94183944
10836447764800339968,820739474.0946946,430301780.50481284,664797917.5885738,766298214.3106486,621946997.8955526,250420515.97115237,85424133.35562398
10836447799160078336,624788362.9739219,541029243.183222,632960867.1757157,618253153.1676835,539828966.6821446,308516537.7969583,232079894.4353526
10836447833519816704,605722538.0510029,649707880.9716486,709967698.7163484,666840267.6455175,558480598.8293707,374280949.03440046,265177270.2751352
10836447867879555072,850311568.2002039,842281818.4425334,743235276.9740165,860477777.4140581,574108813.0615091,315660809.21563065,227438746.07486403
10836447902239293440,942737453.4384748,888277598.4427828,710658253.6480972,890769233.8150667,790246909.5555706,494437597.4087983,306788051.9251232
10836447936599031808,897642636.4245361,798690694.2152026,677804073.3985903,816128713.5056016,721735210.0085797,547769565.6584322,351782738.5843798
10836447970958770176,747152639.6134182,524498579.3417302,505794758.5545217,636900604.1963439,601950034.2265474,399177594.22684306,244553270.82151127
10836448005318508544,1328168466.8694196,634056307.5034864,865070114.2947185,1078253292.6722965,880360183.6243976,284938599.0687085,141320090.19978568
10836448039678246912,1388351846.7545314,651820813.0831354,876494749.3996941,1127824851.7144694,924896101.4281949,269779009.6578286,118880634.33640131
10836448074037985280,961222724.8553984,476678820.56975913,565169038.0116506,820396103.0919615,666339543.6040314,327280603.02175814,195885049.39040413
10836448108397723648,1004859761.781497,513766805.0685474,680572123.6056528,985639553.2864116,765299988.6211419,330407947.3627907,110454599.34978044
10836448142757462016,1068436995.2627581,901290337.1145312,1045531697.9384364,1282692862.9204674,631374456.2912982,136365332.31000492,71024312.0083605
10836448177117200384,1025489577.1581974,540256127.7738914,920229442.5037956,1166865840.5618486,551098478.184749,167018821.4522008,96996683.21891308
10836448211476938752,1385997955.9890761,560918101.3745557,1197192794.677696,1533826120.8029132,719504532.7167395,243774204.06153637,145417721.60847223
10836448245836677120,544023095.9365361,226598009.24778643,493374632.6809258,612370652.6256003,280364459.2049961,95224089.97110061,57052272.17877299
10836448280196415488,61255562.78703633,24364957.747224536,53419883.88710731,68462099.5855112,31056741.91723691,10466636.778737301,6463005.224029044
10836448348915892224,872806.9715529686,530708.2628816859,1101739.9476980097,1053611.9924856997,524204.48515029263,189910.3097566817,85849.86605439035
10836448383275630592,35687624.01198838,21699777.342609923,45048312.27742796,43080440.31253441,21433848.69870539,7765116.402012375,3510258.0995398406
10836448417635368960,897592948.8505106,532825835.2780039,1079386982.2174885,1048639146.7919234,543061505.4238923,192281580.54430115,87150437.30280209
10836448451995107328,817320164.7450844,542858844.8363078,891470988.999276,912401706.8751256,541773116.9796689,209979870.9419577,100791241.32757057
10836448486354845696,34217676.959002666,20874904.916661274,43101472.5840284,41265958.352272905,20603982.55538341,7485811.834448326,3390399.6990191536
10836448623793799168,88345797.6248773,79845171.04928774,109141973.35444464,116276427.80181445,80300561.7586943,49333993.5190466,25046489.01736212
10836448658153537536,345426915.63228875,312189961.55083144,426738749.7244255,454634050.4713629,313970512.6623381,192893037.07988635,97930311.13286537
10836448692513275904,113059651.80300225,102181059.87694018,139673349.90783268,148803596.7029205,102763841.58726494,63134685.28518167,32052994.067861464
10836449688945688576,1820121.1580087137,1623351.303088853,2262853.331578401,2082480.9645685283,1475773.911898957,475527.14938966394,491924.6372996524
10836449895104118784,87624410.71735832,78151501.45061688,108938456.56752656,100254956.4063469,71046819.5005608,22892864.061291814,23682273.1668536
10836449963823595520,847771847.3206152,705902797.1206317,955390578.9057096,1051559251.1274889,563336973.1716549,160020785.11010057,85014696.6351561
10836449998183333888,591084805.9339579,430967897.45401096,806045325.9473691,767038168.8759685,535990477.20083016,236782900.36134386,128022895.32113713
10836450032543072256,551352706.2188697,355828041.7658084,489000164.8164134,654110243.7296662,465983174.3338359,201547955.16857442,106185129.63314599
10836450066902810624,98474101.13613504,87828252.36466098,122427260.87195167,112668566.16476712,79843865.78605545,25727467.86439564,26614621.928685147
10836450101262548992,188039740.3730365,125265327.1909584,153127043.34744984,138825235.1726678,135125132.60871884,30346550.753544178,20466789.663852155
10836450135622287360,623847361.8094268,413845125.8339131,502905820.98912245,479121104.89168566,451114816.48174506,113006449.29624975,69348862.97085479
10836450169982025728,724392718.6954408,835640481.7126379,848214598.1707993,706029658.6010835,426240918.18023795,189969078.9108885,109839792.10658923
10836450204341764096,700408070.0132438,647007045.5673277,690921265.626934,715814898.3670083,447306256.42368233,329484177.1033522,200200957.6491577
10836450238701502464,696267582.8630855,829084902.8959557,806554645.7985361,845569537.2083516,560114425.3304627,435230975.52749085,401348782.0406279
10836450273061240832,587269299.6849967,707089559.4800984,704876249.9986649,588284826.7913599,421019397.8480545,291956036.04361737,182411897.57021588
10836450307420979200,592312275.7602538,678126012.5104584,602064186.7353755,719417593.8318912,386404721.0736155,363890015.1148135,278551270.48071516
10836450341780717568,802223534.7940252,896168545.0079031,876046383.927026,914210997.1012783,540428432.5273691,543457433.5594426,351197535.61040044
10836450376140455936,415964544.32259136,664816146.5913093,553250148.164313,496478998.94828236,439398451.1789706,322672406.634677,268124380.9183286
10836450410500194304,469611599.40374434,504486573.7252461,528190040.1561431,555513970.5278344,544150735.6631776,399421114.7128205,365763633.714074
10836450444859932672,414811064.09696466,409560225.1852705,494410624.10993105,480616029.91429484,484783478.89717674,323226243.46850383,285745418.93632203
10836450479219671040,385992775.22883266,551436949.7251334,473710021.46326774,447369430.34753776,408882062.6940893,279205461.3169834,250845303.48709545
10836450513579409408,559753727.565998,637526220.6229528,588960911.2855328,652035110.7167575,602571492.5878221,421349079.4451182,376725891.45256865
10836450547939147776,442374998.1950566,464483348.37015283,522108894.6482262,518473988.330422,477557523.50688845,314903626.80420715,288833595.9929088
10836450582298886144,528434854.3034971,409733941.4857014,611610883.5686355,658766229.9819729,559826627.9657812,353624207.0822621,179299962.78197703
10836450616658624512,607735872.2103627,462462267.89273,671287240.3706439,664664575.103693,635081329.7943621,414023117.12453574,238206838.944603
10836450651018362880,696114544.335002,471293421.21096075,814475906.405085,754452045.30911,534453360.54007447,267579907.5009517,144832661.99813947
10836450685378101248,987128467.0018407,812255262.2208544,1190674076.9716616,1245755527.0679252,708358953.0965382,239572072.95970985,127437282.6809735
10836450719737839616,809979330.4651625,838776031.5979629,852796859.574964,981671743.5365057,616011805.3098147,411895842.26238215,302326090.9794457
10836450754097577984,576812389.9032813,579697665.0097564,696484807.736079,654730141.0086317,605458105.8430874,475727583.35265756,350190495.35696274
10836450788457316352,647831920.2504606,648200733.9106476,553721775.141496,701448778.0895469,570066547.6028068,426858720.3920181,447821835.5388591
10836450822817054720,872686196.1829273,660564933.2016644,675016947.118825,912154124.3049358,741726650.0841541,381801705.18016624,244931102.81794766
10836450857176793088,985572850.8808979,494339772.4726521,586462046.2120266,877666961.7039685,671246669.9983773,380563361.4516554,243283094.891332
10836450891536531456,781108678.2364563,729428903.2402505,703632473.7274295,743499944.313006,672422339.8111607,545628222.4095011,468906697.3927316
10836450925896269824,562552665.6540511,825454941.4515646,598256451.3953973,564303170.6112713,508470263.53859043,399986915.00095016,348742310.4158328
10836450960256008192,671349610.4828483,548522148.8529745,563551518.7624332,667666740.0660505,585335162.9929819,437913662.7586801,442870737.69675887
10836450994615746560,453934984.9792368,773239999.9093012,512652564.5911002,392872481.8349298,384191168.9895311,296174729.25891423,335659768.4427955
10836451028975484928,450028620.30595654,584989490.2059604,563270305.602844,481029517.4475273,431533338.9842207,332231283.3126282,298574399.7695404
10836451063335223296,456919854.3559575,583808704.3800358,616019181.1203371,535906672.7391689,441422200.082625,366922961.9179253,331916051.33320946
10836451097694961664,472464198.64288044,784528925.8944882,593613949.9545704,411739157.68488836,363644656.21015483,296711074.8494065,251238917.48092362
10836451132054700032,553975808.4817834,729476990.6921237,645211288.2035837,554268663.176411,530039899.9281764,401420537.17492646,393057127.2862334
10836451166414438400,573560866.2883909,655299136.5682852,574627591.4280943,562969385.0193667,532057906.82970834,389204227.8543022,392214234.3628642
10836451200774176768,546732517.1941586,575196314.1934252,585988071.5014702,628033329.4975888,634292876.9006569,453941866.41234195,472838716.76906496
10836451235133915136,582429851.1017795,718757015.8908329,711080896.9816537,698623968.7382917,685813315.3733915,475415948.6749283,495691172.5749608
10836451269493653504,466406320.1961472,701971735.8939786,606259608.3222741,507334001.32891697,512141022.6368882,392979318.27421075,406950196.07026714
10836451303853391872,425986785.5595539,858159509.0362464,765746256.8611239,504856748.89864737,458425591.112855,349798712.60230917,343314706.2364727
10836451338213130240,382183125.52256316,807930867.8261797,546118554.9285545,368162932.4691802,395056252.85352886,318648320.0990096,339467561.4481941
10836451372572868608,531090139.90119153,869980930.944282,587784821.572493,414065665.6857958,446141035.4178998,349413872.0151604,317528537.93854296
10836451406932606976,587905924.4604924,959617587.6115032,703301085.4900006,429649300.41233003,340739516.3332629,224594851.58718422,191901220.27107468
10836451441292345344,416457845.9868351,641790233.777591,619144629.1370641,562079111.8558537,467823880.3509801,422317188.2454841,445228673.009168
10836451475652083712,337052438.98352194,552297571.8905317,537887426.4705068,424728978.22261727,428099861.1899605,322080938.21273434,292098142.3098021
10836451510011822080,265785451.6190928,667271790.412737,411621073.7310816,329917970.8523183,349199258.37847966,302735095.0966631,297048188.0503708
10836451544371560448,242637159.01285595,588173629.7505999,394061174.83201474,293571924.7515807,267320527.08127514,212389720.9431891,228936309.98604426
10836451578731298816,113715237.58456083,302765836.8666876,317211656.80092615,220030215.75722468,214606731.81837624,183096129.79253316,113481849.48439524
10836451613091037184,427996984.80725884,617633029.3646446,616910578.6808732,560423834.1342015,422288705.13998455,256176155.97841966,174155462.20613784
10836451647450775552,441246444.3780891,513742675.90202296,518638002.463665,462567708.5498942,381597750.7880535,243580992.6666931,297854831.43417805
10836451681810513920,345564948.4948403,662482583.043879,440565215.02400756,283356917.31243724,241862029.89426002,161318317.09532613,201068814.18389016
10836451716170252288,331980573.47489244,744460571.6655623,439697160.7326057,283181897.3489565,283030532.1727088,256243009.8892782,286365446.98477274
10836451750529990656,381360619.40081775,870470983.3961601,676491100.7037491,413028048.22786146,379538906.98245597,303715633.95841473,304585984.2527926
10836451784889729024,397230278.07371604,880886052.8831209,685015078.0945582,386246789.4506272,315791899.48915887,223559786.81793016,225331016.33724594
10836451819249467392,536311636.53520477,806598505.5617802,686797660.6337239,423083585.8902255,357137522.941881,254519359.39730403,235077784.13158596
10836451853609205760,380659338.74669033,790797345.7384379,732137188.4143509,495518232.55704325,425853134.1072946,308638407.758806,282292566.9098483
10836451887968944128,354882708.693964,827123222.9442129,733490127.4610517,468245477.98014426,402149384.29902405,289703014.7211117,265892304.6913011
10836451922328682496,495755095.9241016,763794168.8263414,679145406.779564,465015384.45102656,413218879.73955303,308506288.16918623,310176915.79987514
10836451956688420864,516591066.7082724,883185869.6275063,831163707.4977448,641733424.1158438,618579754.3646913,442435769.51187074,517118574.7760692
10836451991048159232,452377409.46249366,872701997.029328,705652472.90341,536775332.13634366,506177871.3131562,375392481.83274615,363452763.0843967
10836452025407897600,489669044.2332231,892949667.634116,730085355.0728983,567809125.8546078,509260653.65206206,357955210.3432286,338177950.2270424
10836452059767635968,416169164.29025567,989488712.8458661,815321209.1386904,533788566.28227127,459441854.12266475,325856167.87790436,294739830.9451521
10836452094127374336,527327307.4461167,939403101.4451319,741874590.2204548,592294750.3123105,511938874.4053677,351211993.0071875,349163633.0211588
10836452128487112704,530148133.85850525,834075041.550301,615735825.1078416,601635466.1914034,632612080.6511512,354744014.18287754,500990659.6004242
10836452162846851072,644393920.0992982,738758082.3461889,703537524.5751693,701670729.7151589,493041830.5344058,488888638.7063599,364334738.1824729
10836452197206589440,633682329.2620251,896215992.8589432,691800445.378404,787789661.7051076,530718168.6337338,323491663.1800365,395279451.8509975
10836452231566327808,394643056.65309525,668546429.5193143,525300640.31576806,424832524.21546984,360193518.5338558,258217226.5262059,208553696.33238506
10836452265926066176,437512217.17794144,645792144.240275,527857795.14838785,498517449.0603237,475883506.3389046,311320368.1329442,286012258.2139151
10836452300285804544,423139804.0067108,521513581.3313166,371268910.6300323,461697195.9928277,457270903.8692987,243915512.6073791,258635272.7812647
10836452334645542912,173264328.31662408,205625827.7118523,178140409.0319951,206254696.47432724,183310549.68063134,147893084.0233071,127891118.45601673
10836452369005281280,545134168.5694574,748186493.8232056,504673141.9714528,477749344.68048126,452306634.7132932,311826409.0814119,203018431.65182367
10836452403365019648,732456515.73245,879988090.488229,641453421.5219407,600662301.1077331,615056601.4780521,457701814.187474,329739247.2003724
10836452437724758016,624066877.8704333,769924683.2694962,683486135.7745147,607820924.3205009,758285154.9906592,514904019.7058977,343406268.6035869
10836452472084496384,521112772.7453639,826856759.6185296,653867708.3301024,572747179.8372023,478637605.5245857,342498399.39466965,264143412.4542405
10836452506444234752,575001905.592565,1046690702.9293938,763797498.6044881,682852287.1246599,586458197.1943388,405838222.2567216,394915350.5581392
10836452540803973120,539035430.0199627,605319573.4474846,746689205.2588845,635940823.7794228,395325685.3201339,315457357.3065789,188250247.89799455
10836452575163711488,670350132.1150107,692853154.0262424,795572682.8370671,737748317.4413546,681341145.5280162,363150158.56506634,238148972.93196127
10836452609523449856,627300313.0089331,788690340.9080127,688113856.1085824,664468626.9040918,659585940.6397941,461598599.86428493,387091439.0992576
10836452643883188224,568034249.3454863,758769216.6244724,675124033.5314552,560932708.3196656,499980590.3220122,414664718.28638977,228245179.5103977
10836452678242926592,602285677.9774305,674848370.2442929,688709967.2375075,575440952.603599,554102003.5843542,367464397.9596526,165308532.946621
10836452712602664960,688640499.9665446,793260075.167347,741058962.2420603,667798209.4967612,553726923.9494776,450731691.541127,222853119.91960093
10836452746962403328,385582313.8910937,634185504.4947892,455414600.67723566,421817760.9260756,381573037.840328,316206540.9951822,195148981.57103845
10836452781322141696,516486135.8960333,948206305.7132757,636065492.5817521,516411239.4716717,404075681.6726855,340314090.7293159,253662246.68109974
10836452815681880064,510594825.3675668,658228704.8729091,545349640.8486123,464105661.8356677,447715477.5815728,359249426.5780096,211769044.57547408
10836452850041618432,531517583.19949985,630397453.5552714,543114425.4467576,580863130.7025198,427313847.2170634,409977199.1890708,326998787.6337124
10836452884401356800,565313850.492179,576124725.3827119,611914866.5529565,565970827.4415704,422527117.2960768,385597425.1580066,228724570.56520477
10836452918761095168,842325744.587807,944980607.4305046,740710397.2159842,830724920.9193057,769465586.7961581,367946199.111734,300532077.32533103
10836452953120833536,535952089.56120723,730432234.9589845,554988790.1932869,600999479.8646624,436316954.50263107,390744560.42487675,270167907.7639268
10836452987480571904,625432220.353617,695440045.2010947,639793142.0308536,642776517.5490974,497839111.2658802,448215191.0926595,241614507.21978238
10836453021840310272,688180396.5349754,776740845.4852302,619524136.8258564,650492476.7667885,648712576.4554262,372143016.09173274,195071780.65235156
10836453056200048640,679368547.7105823,845159836.7491714,545549715.0400608,660653187.1795293,707144686.2489672,269188409.947601,107145633.23672336
10836453090559787008,362693917.1549338,462198708.9140985,334885770.5443286,320544873.4140153,305071843.7227644,99905413.67738333,30786615.525461387
10836453124919525376,457753660.83850163,601515753.1160318,468415268.4455039,409641244.1158324,529792146.1890066,272712361.782358,91161122.44466116
10836453159279263744,478062071.83669287,606161121.997908,527118110.49975955,436853235.88004154,584939208.1674947,344851360.87795746,136344117.3222314
10836453193639002112,454811572.666626,632743175.7621385,545302199.144324,493083166.5370685,525668672.90616363,394077218.8021183,196793469.52413934
10836453227998740480,527428400.5313891,677453824.5457565,589090106.8532735,546726587.1626244,528753536.27918863,417464560.046321,256076399.16458493
10836453262358478848,540806612.0496988,636632698.2452527,595804073.3017073,615263649.5843678,499230775.98892844,389205776.4433868,294225335.1506171
10836453296718217216,551967887.7052414,759976448.3966076,608952931.4300041,561158750.8411586,688929963.084258,422350212.25908387,223883105.78278637
10836453331077955584,553925603.2090492,695444357.0333648,622892347.5358303,603845803.1661326,663942138.2620951,499855265.7072636,343925201.5301645
10836453365437693952,530597621.09135133,665503443.2384197,648946413.5821038,592479795.8414654,603146968.598696,494171007.8105343,328897815.5161088
10836453399797432320,470681425.60264516,762860693.8360431,672518200.3136837,490881435.684132,475369460.2169919,426512358.93547904,278223287.2783957
10836453434157170688,526698552.01571286,766629584.0842761,606809592.3794211,527260686.6564914,597420703.6032705,363642760.1237816,194759177.9100259
10836453468516909056,565719340.4805819,721951667.5196724,643498480.5013726,627672979.7630261,570331603.7732819,300309428.0627333,170206451.61634684
10836453502876647424,755454211.3962257,873407480.3580518,821570665.1741544,844002765.5201434,585338011.9101962,255872073.55548128,150905778.15020034
10836453537236385792,779596787.567727,631278865.1707513,931253788.5152537,948088249.1491046,597915137.2152312,240667816.03528953,138299706.78762153
10836453571596124160,671212278.3004905,635492269.6090039,609403479.298297,742579636.6234988,618635925.4374222,284905117.6472367,183393149.63616395
10836453605955862528,671304743.8031135,764216261.9894347,670162745.8878767,722489274.2993088,680351147.8700765,344621750.46849537,208000329.4278819
10836453640315600896,679716958.3636266,898847627.7509001,654209875.3906392,748929201.7379578,663058385.2086599,282763643.4123399,154068269.3121585
10836453674675339264,661375151.5987483,815468335.6192758,790974543.3226223,699098441.171488,629272618.4627506,252787527.61027405,160733693.3585901
10836453709035077632,750321029.9038229,619430829.5609257,807578846.4147899,918395795.7101444,577795957.8227955,257127588.06979576,144085393.53534725
10836453743394816000,726486448.0548404,542376688.6087472,1221460537.5057516,979395279.0113766,508147406.1599622,229459452.8067794,133816438.4697306
10836453777754554368,425824223.21169347,424429991.423759,802249649.8086145,571083922.4670264,293100233.79235125,128634626.01573601,65956553.97096759
10836453812114292736,128496422.9918054,146546087.7598851,243240720.44602627,174480092.75810367,88959062.07124989,39537360.92055551,18049664.768079687
10836453846474031104,55692467.39054262,99719139.32897413,135375505.65989664,84215927.34379448,44259971.82672992,22635639.570717856,14536326.806024883
10836453880833769472,255039032.46120787,460555922.6969385,622740938.4853765,386272709.3587226,203040783.12445676,103996498.67350224,66854892.0043943
10836453915193507840,520888652.7057675,529045816.0886061,976405007.4363402,724247024.0175903,377130240.1926152,176684736.12784016,106259151.84252125
10836453949553246208,647510207.2150717,759883905.3044586,988597282.1844554,792177760.7170955,459290933.4165621,244178729.85005724,152823453.83669895
10836453983912984576,794714531.0073863,1233885000.676687,1906693070.4401078,1125252716.7021995,411483977.7483013,172992708.11358175,98531308.56581528
10836454018272722944,817360358.6155348,822824269.9502485,1530021503.6064858,1094240876.835206,442876717.0106704,141873364.26453978,69224471.09497865
10836454052632461312,877147498.082959,696804716.5668004,1296733754.1574473,1062636226.2580643,465549753.13859224,137229933.48538908,62426074.513989225
10836454086992199680,924557492.9418168,585134198.0416011,1218143680.1874588,1179990382.3108585,512464250.1957691,154790693.4825148,86674297.3629928
10836454121351938048,752896186.4336551,593622506.4303086,1112165264.9506347,968142169.8734059,463368678.09524083,173690548.52802798,110857470.6552135
10836454155711676416,654724536.224993,560224442.0178912,818232696.7096364,785687521.9966457,470348687.0534218,234930889.19458643,154085348.31549737
10836454190071414784,505806624.0910045,580720874.5775892,564251270.1530254,533523482.71784055,395580072.0980884,316909031.69610333,165808219.71884948
10836454224431153152,796692530.8310457,739796289.7728577,837082802.283663,769008956.2719843,570213682.5411515,322196524.98446584,176090349.25301898
10836454258790891520,757150332.5967765,531784357.441741,1130784818.413866,997154455.1498382,440939373.93348837,164973248.11482808,102091543.99942692
10836454293150629888,754896281.9892207,616327588.0602454,1141208466.3444612,997448008.3470494,466693755.8233861,183341584.57486594,94353292.33348265
10836454327510368256,562520581.2578828,512408305.39695483,959644713.3948162,754060670.6085539,377965457.23928833,179407343.09951764,91390413.93898198
10836454361870106624,840935934.0168619,966617499.1973612,942213514.2170999,872643853.0325568,665431226.6874135,306400312.28192735,122137551.26115856
10836454396229844992,959008268.2511973,772554346.1364198,933617715.1855834,1088487806.0732164,709024457.2865548,357504165.22552156,207528660.7221532
10836454430589583360,866720711.0046542,701264426.3628759,810586295.3555142,949387463.1408191,662256371.9602997,372554078.4073132,239351143.41035396
10836454464949321728,1373758216.5694551,696435985.3855339,1203242410.9116561,1617627405.9266222,740320907.834739,222265080.17085046,141207191.84029585
10836454499309060096,1183145181.095668,1072161522.4252932,1295215924.607567,1236993326.3831098,556384271.4029511,173604400.37037793,84592312.1085314
10836454533668798464,913223158.0903605,967187551.3451787,852948164.9148601,930302473.1225668,588192732.5228786,327065201.11844087,191877483.08108228
10836454568028536832,784156244.93337,694646991.5529501,763960144.2980957,771750841.502647,540387461.662732,241989623.36334112,142057833.75233448
10836454602388275200,268684326.9983191,218288194.14460605,246621301.8945527,243161036.65525654,186927953.91830194,70804938.13276011,41824318.98567348
10836454636748013568,380894884.2342804,349924154.7257379,434894067.22892094,403016305.3012725,218577124.06457442,95291500.81979062,52503893.753396235
10836454671107751936,1096483810.112969,988020563.7834255,1308544874.330308,1147433845.3085463,538883635.217127,189107095.27236426,95234051.17104115
10836454705467490304,1069864448.2660502,929904024.7725552,1378929920.669271,1154749209.5649056,518690571.0351472,165570733.3737147,78721890.5584416
10836454739827228672,683491227.3029349,749240471.1687695,1280161688.3107228,890926402.1069486,356417810.60814255,120919446.57136925,60976290.663348645
10836454774186967040,99181623.22571678,88250933.89109603,122653840.3232182,103438839.07183224,46829374.30726999,15302965.068469062,7363832.814902406
10836454808546705408,395798999.54922426,352178460.1557483,489468368.3520569,412788051.73405176,186879574.03310242,61068755.15086639,29386468.644025933
10836456560893362176,611539850.5256671,939815153.1030066,1465592916.907457,862124701.7271222,306010593.2005024,125859868.6300713,70544597.15979
10836456595253100544,136230096.5595178,236949862.98696995,331118121.8993063,202800434.2090059,98498208.37104575,48750298.94367941,30768796.78861407
10836456767051792384,348200.6393255968,397111.7659198278,659135.6583889223,472807.5570775662,241061.98107156702,107138.65825402978,48911.12659423099
10836456835771269120,11443265.99544269,31370332.6426791,30630466.306766856,14698677.87345656,6609472.600816037,3058114.188437271,1775679.206189383
10836456870131007488,112968652.39698154,293262455.08627343,290478559.53723127,144220570.42753983,72332170.01874882,32987037.569885638,20609432.828282326
10836456904490745856,474300658.51765895,935566634.2310643,1184724642.8995948,614440641.8605089,336263101.5781288,128106814.03245631,97781295.08963417
10836456938850484224,672371128.967039,1398795623.203977,1811446923.9229639,885947840.5212749,403422677.3802234,142384474.36949062,105469981.0144375
10836456973210222592,672321036.0671244,1398691410.3278804,1811311967.7573116,885881835.7590345,403392621.64027464,142373866.4612734,105462123.30464697
10836457007569960960,371730710.7215207,742273553.887744,925206224.4245218,480685195.0473888,264866230.12676647,102202441.27959783,77370270.89120817
10836457041929699328,14076287.058338316,26299303.24378538,32688469.324602753,17961066.75035846,11356973.237596646,4528412.687092343,3523708.0277122045
10836457076289437696,97255549.45257661,202194339.978426,261780537.9070782,128121894.84029084,58485330.569084905,20665462.57284965,15315427.806963
10836457110649176064,17041508.394869775,22070150.216306757,15365294.454390781,23187626.176626086,17600246.37502944,9498545.6627143,6425486.771836145
10836457591685513216,17877631.898158833,18295008.518349312,27338168.622476347,24068718.430984266,18086320.208254073,12660424.145777851,8069281.323682587
10836457694764728320,141117124.94583127,144411688.1741386,215793891.45413107,189986479.49905688,142764406.55998495,99935084.59198946,63694889.080608666
10836457729124466688,182024277.32418618,186273871.34731892,278348408.5151952,245059922.00065532,184149074.33575255,128904352.03502679,82158817.78056653
10836457763484205056,6351770.582316501,6500060.9461059915,9713018.828211615,8551410.978527274,6425915.764211247,4498141.034947872,2866947.0332634794
10836457832203681792,98230993.84927803,101452518.81485754,148069591.52773708,132297755.36939403,99449779.41389693,69049278.89350991,44083887.657556824
10836457866563420160,62717777.257471934,64209268.45403002,95843990.47714843,84438603.09965722,63452009.706034034,44399794.96391795,28300957.37278876
10836457969642635264,67375535.4636508,68948505.16319127,103029515.3199018,90707919.34016798,68162020.31342104,47713414.21939472,30410747.524449386
10836458588117925888,27576435.901914578,35713744.856577896,24863999.58369347,37522035.73539197,28480581.341321614,15370472.469919601,10397672.553180907
10836458622477664256,183496689.43462363,397592668.69345725,478095337.1307012,246405278.89473286,130133937.06778419,55783467.39505616,31650303.051321477
10836458656837402624,30360220.37510392,80202935.10856329,89132411.6894762,42374425.22942312,26139013.264126904,13313037.811542895,4383561.230629978
10836458691197140992,270251085.8811603,426646098.17509305,373323409.88773155,266958990.71056026,202090034.52088237,97483676.11148861,49255246.613797076
10836458725556879360,351209575.6703322,834337406.6218001,989650063.5384263,476907890.40321636,259345332.24531516,116639473.25488572,52802433.42344882
10836458759916617728,400565299.4810378,818150489.4776154,856153627.4765021,475817385.264277,300187049.17850065,144672995.6672062,67119533.98281573
