s2_cellid,0,1,2,3,4,5,6,7,8,9
10836438590750195712,27771719.96420496,0.0,12460650.03955898,42530165.492640525,63390524.784284115,102271370.75077961,278914470.98806024,979528850.0344045,1402360245.366079,113134796.04255573
10836438625109934080,55684229.962076865,0.0,17006576.830291484,84433299.03661051,121522479.3491521,195186236.75666684,430425760.3069484,894123915.8347027,498482767.4579009,25526785.359895743
10836438659469672448,64173956.6012906,0.0,21854384.980484106,96429489.13355434,135430963.30895045,237234085.92946038,564791012.421294,1063543551.7860925,395183382.1157811,8929860.474374486
10836438693829410816,75436208.44388542,0.0,20376209.633560933,109877441.17370605,157372760.35677397,255407952.6292637,614127599.857318,1116256181.143283,381424583.3051261,8047649.0367767885
10836438728189149184,46133622.25277211,0.0,10889362.931729864,56634872.49858563,89405955.80927637,167380643.5954796,419920657.4030873,1060351369.5671079,689499278.843256,17893629.874580372
10836438762548887552,34306763.56435863,0.0,9642490.841894073,57688291.77145237,91958124.5312864,153239445.91908073,483599193.7420846,1355908566.7024188,782378710.3358737,18139949.326523043
10836438796908625920,34275125.5308851,0.0,8442803.209376099,55639478.93400572,101871382.00894551,160102536.19716454,602946260.5140083,1469580766.1009407,700549453.2785382,18967157.23209208
10836438831268364288,64435345.50494312,0.0,19025658.176042885,90966456.89499855,129843240.23175126,190703370.9121988,543542293.553764,1094743100.8904948,606184154.5672567,22173550.09321265
10836438865628102656,60460521.595714174,0.0,21535218.23252302,105662147.41111761,148213245.43044603,243024178.34643507,542896264.5165613,1066568410.2192184,330632616.4134517,7993743.332117307
10836438899987841024,67639243.5321896,0.0,22966214.2107126,124933534.72769807,167266229.4917938,282132468.6467915,656535332.0929146,1211639771.5697749,398214351.1302297,6821143.441692501
10836438934347579392,80996484.88988458,0.0,25932179.369550325,126389173.0552309,159821318.95357448,256864584.6496544,635008082.9276825,1077279420.8170247,301191965.23082924,6970940.005352603
10836438968707317760,70746248.02657399,0.0,21134560.847005818,118498553.83662634,153591784.69360894,221417890.24288356,627455091.599389,958495246.5737137,195956816.98760402,2918372.4550697515
10836439003067056128,112418194.14703034,0.0,40916552.39791022,198217509.5811826,252462680.58550704,359256883.3909588,834479464.1502094,1421191783.5894632,414790960.4294563,6315522.092874117
10836439037426794496,123588640.97168966,0.0,39837580.53946266,205720651.9050138,267270960.4065087,371899387.9190856,874728721.2680753,1345114172.5690029,315757433.9813742,5227092.846436152
10836439071786532864,91552621.33280082,0.0,24192091.36628227,134302376.18419227,175069513.73911086,307668589.9957758,739554096.8342574,1325338555.290133,403400040.3735363,8107482.273290449
10836439106146271232,67443839.25234367,0.0,25082260.20873128,111776651.50975104,162612807.6991504,270021927.26235884,661349866.360577,1256844988.3165872,463788786.2859906,11088335.03157958
10836439140506009600,100978114.65524587,0.0,31205311.034631137,151090462.6169868,195964765.04177088,283983800.7919393,687172627.4033524,1106305822.6713474,348643069.01617634,7465477.73237454
10836439174865747968,77103507.7927228,0.0,19187841.594940767,118559774.26815847,159285851.45979643,329136273.19795835,801223172.5441728,1733636895.1897752,754583083.3822757,18374835.56532477
10836439209225486336,76843051.18094969,0.0,21761201.636009764,109933730.29001658,146256639.6489459,333255082.8230222,816077488.2488736,1775818725.4072025,863300306.0379102,23194629.822437484
10836439243585224704,46169736.80350655,0.0,12495211.34111255,65641385.114343084,93060831.10310543,218974306.3155037,498098708.8703948,1320849543.8346567,818852327.1263711,29373992.5266153
10836439277944963072,64828837.62682824,0.0,12696913.359499611,78576996.75426751,111062229.68878347,224726194.56759024,536292922.4938043,1272544091.528482,628724629.8077462,23628856.24051605
10836439312304701440,55304478.285796404,0.0,11260768.80961239,68319143.96137568,99602969.56478068,202410877.36834916,498393952.2689621,1091549473.9097838,520122113.0358106,22296331.659051992
10836439346664439808,44140604.579404056,0.0,9462272.080240954,48076951.10929285,71362159.60743582,186529278.69060898,400986327.4288877,984670476.3071089,596413025.0704373,23672138.640734915
10836439381024178176,29194512.655501243,0.0,9786750.808200272,41420571.06499878,48099779.21788479,115075533.06184821,306501095.4186195,888795947.6450046,573977390.5415025,17202561.431589846
10836439415383916544,24591933.13512878,0.0,7573301.6348576285,35157799.34191825,49899712.71732248,113968198.60363063,280131297.5561651,995783133.3758289,666072576.220022,28027916.472254824
10836439449743654912,33019736.228879824,0.0,9295583.937780896,35271471.31545181,60839866.229562104,115243936.27983192,348314621.4959178,1202284112.8981051,1021013186.0341359,45024121.47106488
10836439484103393280,47433067.054587536,0.0,10843536.423496963,51559564.27607637,76900025.63689862,132926769.42127538,396079375.4079915,1466395349.5908308,1143851007.782864,72606992.70506822
10836439518463131648,54722810.661453865,0.0,14593034.714271214,49690968.93711521,72670233.1545211,117820739.25726986,325421034.67310035,1177317544.3628006,1135117755.6959715,106375283.37900612
10836439552822870016,28627744.691500813,0.0,3968592.2263662326,30209342.55306205,47999751.37901427,95338144.32058725,281181239.46845436,876351111.3607309,768293529.5699074,45241549.740261436
10836439587182608384,69284315.71544763,0.0,12459717.503678478,77210687.57922253,120660064.37034301,218582725.41294467,561715537.1632067,1420423144.2861125,1039738978.989889,49871837.54179897
10836439621542346752,89111557.80800317,0.0,16462480.475577813,83895785.34715505,127529771.95007642,269413256.90688705,646067453.8251286,1610613732.4596906,997060063.218338,38526092.86673348
10836439655902085120,59502513.94929489,0.0,18645705.14506021,86573931.88398458,122879834.17914824,250674951.54297268,583222023.1268057,1286967912.232568,562764229.4705542,18606549.50775914
10836439690261823488,55128158.415023014,0.0,15995964.431133531,84456228.30793694,132907503.63414156,240567550.01684186,535592791.7263933,1135538145.1890545,713766361.1270484,26738700.96540147
10836439724621561856,31788843.678794038,0.0,8422053.236111157,44622422.06935871,66271620.96782909,148664339.1755863,330186061.86243147,896719881.2966194,824041454.5872879,40106909.851613924
10836439758981300224,36123300.28497126,0.0,12363543.822671331,61461509.7874263,88166726.69241028,163775032.971552,397521965.5497132,1284178297.665727,1256719192.2665558,63548345.04625072
10836439793341038592,90361687.70988758,0.0,26638006.242498145,124554439.96263763,166055741.56817555,310832384.3039155,698745580.5337987,1308065725.7946427,546842650.8820775,16259712.55361944
10836439827700776960,92225197.55236058,0.0,28329676.885911997,159554301.16575426,212627773.87115908,348018889.3653699,793441122.954196,1520583077.6833827,568237653.2613206,17386683.267885543
10836439862060515328,92143102.8907231,0.0,29446677.772058368,157778161.7941832,211230324.19501537,315079999.13913804,796345427.719971,1282470376.63706,526185947.135392,19185307.933240213
10836439896420253696,47635347.716473736,0.0,14348752.38490169,90914697.71744803,125892310.54992495,252578704.06759876,597706803.5030355,1471253604.1154008,1053834682.0205455,49196903.56698412
10836439930779992064,77948937.96814063,0.0,27290785.940335497,122690285.53916481,149212436.38695353,282317311.8469317,670896380.1147437,1223946570.8984156,528605895.03102696,18611961.787092656
10836439965139730432,78730408.95056391,0.0,24322495.467379432,126854928.35080968,174027605.4916269,287598491.7819591,700484451.6064422,1277694788.298389,686650479.9147859,27017381.89017007
10836439999499468800,97564698.40106219,0.0,31189706.913159758,114266037.3864875,167767832.04829592,274687670.85818106,729502966.3310046,1183112886.5219352,329175780.9509686,7233055.776415674
10836440033859207168,105520008.86230595,0.0,32601261.49259974,132885271.12809023,189746544.72639602,336037690.7490851,861302684.459673,1449033059.2771244,377260303.3500526,9778234.935561538
10836440068218945536,93798719.74954525,0.0,31625136.944851212,166452277.43129689,202980071.69959706,349196145.4120231,808732172.4119062,1403752109.9571412,513193938.52565,15592466.38965952
10836440102578683904,58371030.50196178,0.0,13357976.831639893,70030349.7888591,85140089.58633831,206818384.02523404,516829504.83596087,1116246457.9981494,587723679.528819,20431529.289145723
10836440136938422272,64819950.821848005,0.0,23454373.585300636,80315468.67206153,103794562.74764118,249001058.72952574,572220380.5307821,1411394174.938292,898384201.627667,43573096.810430154
10836440171298160640,79008252.30002731,0.0,24551707.53957886,97381936.95151338,138676551.63780895,233219188.75429004,591654963.3507671,930955574.1887096,324555298.7689745,9581013.904860053
10836440205657899008,55445447.52164094,0.0,23243172.555081137,77567671.36166927,112914127.54225859,198233715.4138236,517783358.7006991,1372911356.369084,968836001.7505004,39441016.08578495
10836440240017637376,52562491.000885256,0.0,14988562.705439938,52440413.76223128,78464302.13867669,162888794.64812142,395181050.85096097,1161604207.1190267,794161169.3402953,57064511.371443294
10836440274377375744,30492586.346795317,0.0,3834968.7636255426,16415086.39915065,26618406.91066764,66696888.76155087,174117479.57531917,668883954.9542489,1522729933.838982,203571867.9316051
10836440308737114112,24859774.744781453,0.0,3782011.1911298167,17262594.790384956,28843075.23152139,54359738.93021179,161260606.12872568,719668980.2909524,1748005143.6793776,161684640.81344002
10836440343096852480,46151921.804642394,0.0,10419510.44844161,56874718.59070266,94849205.67060363,169185024.64042813,481087971.91008043,1451724427.8174634,1607596428.0036407,100777453.8542149
10836440377456590848,67097117.548470296,0.0,36242834.59526439,131659126.9770684,262289188.05723026,384369504.0661026,1139203005.835666,1666329289.3194659,1311144582.3429549,95877427.08071563
10836440411816329216,67651748.86271518,0.0,30020697.76179374,124174010.09045053,219151672.4908476,335298342.7323481,950844412.3161982,1496049370.6615047,856732686.0647895,43016499.61933665
10836440446176067584,40711689.286983564,0.0,17965920.084069192,75409799.99073173,96201872.43363395,205091286.22825432,466399704.3743897,1197410277.937097,987729896.6453824,66281240.70016585
10836440480535805952,49068147.110667735,0.0,4905292.100341376,26877935.36749448,45880908.43333414,96947082.85206768,296120696.1060538,935319716.7049444,2222460207.8086734,254045747.95538786
10836440514895544320,60693995.864467576,0.0,15794996.128696214,73443960.07940558,135983066.50807986,207344808.56822047,616175769.800546,1457289953.5376542,1157721196.2223363,67417264.19683276
10836440549255282688,51866734.913794264,0.0,11715242.34016105,58312874.93184825,84519517.37555641,160909708.49352115,400406921.31715566,1161005265.4105585,666782863.6304162,24947313.25502749
10836440583615021056,67796148.13128355,0.0,12271518.375186922,69576665.69612406,116711183.55862844,202121698.87392575,510030649.106199,1057386949.5432911,926604244.4804448,64947445.79361713
10836440617974759424,35084279.081358984,0.0,8794752.824847803,42741648.101550564,63918581.16921635,160179190.5240048,348201762.42956686,955085342.8526733,1100110266.5893085,69672897.29760514
10836440652334497792,31148918.585366637,0.0,8828165.826546187,37229649.70747593,65063655.90922382,146732733.1994677,350648442.42701745,1060229080.1206975,1744011537.1216614,139211215.19883567
10836440686694236160,29431883.965239074,0.0,6837828.941677574,24066835.078794636,39888570.77308131,87624937.16854596,246436413.82491103,901688591.0545226,2215255163.8348284,244884552.4773227
10836440721053974528,66682015.102761924,0.0,15345459.428233134,54761062.45072505,77465402.98063825,172298251.68143675,453619655.2106813,1567671253.833242,1451142320.8043158,86886997.34853548
10836440755413712896,13031725.879447632,0.0,2911710.788971065,14295077.890510635,21485714.4184058,50551204.49149412,136278639.9211525,633733403.5094311,1587268799.6157317,173560578.82573116
10836440789773451264,21703030.37340902,0.0,1423223.7583327657,11376121.105977831,17828186.840085384,36491782.13874381,122416878.23886704,479283211.7932434,1763761622.1962655,343278652.34233
10836440824133189632,9643559.659675146,0.0,1454590.2386543746,6919645.283915853,13792133.553902538,25134937.775343474,88525649.02177507,299225713.696104,1218314573.0564568,295472020.0464592
10836440858492928000,15868935.971640518,0.0,3739522.7485590633,8717406.83861706,18537454.367005955,40344941.52675126,134631249.3130482,454164138.2168324,1407115818.488717,325610110.6149698
10836440892852666368,31833937.83124782,0.0,6989806.304940688,29172335.984365467,45279740.18129599,75386123.73189797,227193040.04168305,856229227.4731771,1164376026.9743903,140579013.9708172
10836440927212404736,10707907.697601344,0.0,1309929.1586757775,6451908.447995507,9635056.265608486,26922870.372114737,83471084.51160859,341274326.358984,1268472817.048863,266397774.14085138
