s2_cellid,0,1,2,3,4,5,6,7,8,9
10836440961572143104,20567247.753695738,0.0,3632053.8912396263,13104502.146410884,30807500.82707148,42484589.46772911,124600448.02913916,604902801.5347666,1106961032.8821356,122403614.63457453
10836440995931881472,22938084.0046475,0.0,3815253.418176757,16422237.175150286,38261872.525314935,54687434.912622795,168453638.8307417,693656958.8081368,1420089247.0716577,163832381.9846402
10836441030291619840,66967746.47526037,0.0,10899470.87752965,43908107.75357303,75124508.55441138,119785106.5013545,340190807.6610777,1234489522.2556071,1178758238.095669,75186378.57740507
10836441064651358208,59335222.56733508,0.0,11298423.082712425,49362346.76722226,74470866.19176114,110730521.9891624,300525569.00039256,1251256925.9972835,1179783283.2542186,107967514.92949425
10836441099011096576,95516272.55618718,0.0,12174283.951063287,47431782.14926606,69246700.99525127,109387732.86554246,330690846.4641822,1322410641.4806128,985256610.031484,46403620.73391297
10836441133370834944,77609323.62431319,0.0,13927916.636071173,66297479.17333385,98769611.47726618,189642051.18904585,489733033.3489702,1845253359.2716434,1362106846.4033334,56060537.985458985
10836441167730573312,70415772.49200003,0.0,11394651.884019224,49831799.4188299,81794884.38268572,183741361.5312581,458347995.9712727,1532865127.5368721,1393503945.534696,76763433.39560468
10836441202090311680,40841344.6826952,0.0,14866421.336680004,36708913.41589761,64767066.16999866,111914217.35712548,287077959.33051676,944333797.8624892,671683599.6863469,32130745.309035454
10836441236450050048,60202262.214529365,0.0,15587030.3637637,65441599.116879925,97142967.01822309,174200538.378135,457020296.1160818,1056624991.9846144,467653609.2995652,18237001.983877987
10836441270809788416,76219560.35277091,0.0,15502769.786710152,63528312.11790802,104619960.49346149,166855575.6825981,486260723.95895755,1442312180.006063,1049857279.3281772,79354935.0290707
10836441305169526784,58927990.355642185,0.0,19708934.955890335,74207422.65910858,111496709.00618918,197388340.98956355,561257271.5177385,1173817705.0471082,750936224.941118,99938706.351436
10836441339529265152,62692930.212051705,0.0,20418197.729171246,100330395.13248247,141117662.726681,267600956.24157226,638804756.9354138,1329577811.2563715,585103699.2670856,18211647.272721585
10836441373889003520,87456149.4062456,0.0,29655887.036958728,127642046.31656641,166074565.5102244,291508626.3016033,623404880.2581435,1171937920.2204952,614432559.9467623,81972352.37604532
10836441408248741888,57791500.14094597,0.0,15117330.577684706,78775461.36598542,92228236.7725325,196194556.01496768,446938994.356179,1084159881.7682629,556146024.6574757,18483015.434384834
10836441442608480256,95181848.99283075,0.0,35047697.91086209,160931040.7693901,231244307.1214027,342861136.5513537,728338671.7508197,1309428474.4413183,378812475.13476646,12053928.585489463
10836441476968218624,108246844.69947864,0.0,45590421.90168817,170646431.12977192,271707430.358532,424675548.48496735,883443190.6953957,1502324064.3215885,345194815.8848722,20137453.58522772
10836441511327956992,77622935.83526355,0.0,22148121.461657397,112174464.6735093,150689573.42495194,242327887.84446186,532311987.62581587,886780375.6878381,213261089.48831546,4895225.311996475
10836441545687695360,42681577.764220566,0.0,13284314.297899999,71739152.77044511,94671249.6368047,144067898.07949466,303635701.7527555,474237132.31577134,86416431.64250067,869731.7556305918
10836441580047433728,69687710.19807023,0.0,23615845.85373916,113061405.55063295,144973253.20103052,207522824.28295237,446940869.6096729,735944938.9293839,151950609.49137208,1659120.226411959
10836441614407172096,110979757.15162931,0.0,35430986.60273413,195165589.13639796,254160878.89807448,426304011.4397734,919759412.654027,1782348229.875496,502976437.67831725,12308314.922181342
10836441648766910464,52410216.295601495,0.0,20712076.719390467,96640611.45775749,126856049.98480096,199545706.07499763,503564893.0678301,1194055348.3574398,584089184.1376944,13322715.047298023
10836441683126648832,24588055.291925658,0.0,11104283.035063202,43623969.06631972,60280393.61891452,89627427.35443869,248260042.14105585,699569831.2089816,406892656.927673,10311119.961130114
10836441717486387200,18618303.527095273,0.0,6964734.024029197,26023451.75224597,37215157.77379826,74737316.87812528,197968438.92004567,743881864.7974378,2495812008.5406485,474127567.75561863
10836441751846125568,82973132.47001757,0.0,20519967.359194614,105898131.76209065,142522304.3659804,238262023.3320961,573692590.6396294,1101346316.6941345,450422628.2316269,27091209.31975688
10836441786205863936,66422070.39651211,0.0,18068217.726751674,94854317.70153058,133022242.75042637,221736029.6072473,498209091.5287668,1085436216.631753,464826187.3778478,10238630.817232022
10836441820565602304,75704410.37031719,0.0,24035797.00235444,124514233.56158328,169093548.33835754,282091697.1114787,685127474.1375183,1337442999.6446567,463985784.84543735,9237430.971470175
10836441854925340672,73333925.34900649,0.0,24360488.152505394,117728028.6978925,159383642.08618006,271780733.0370733,663697670.9913609,1541023924.6239204,732430084.550498,19064300.370650575
10836441889285079040,34459403.07223261,0.0,6833501.368984402,40939573.808485486,57769987.11489558,148106905.4709373,363450637.9558464,1160126983.8192482,923678053.5330588,35185944.29041864
10836441923644817408,59877022.31486338,0.0,15921556.576984966,72325043.78226781,132362248.76506498,248174956.6637179,592169311.2262354,1345312021.391961,576199082.2253444,21339307.496379633
10836441958004555776,74212336.2861305,0.0,16328221.613892773,83699915.522417,132449515.5901913,231486640.86440414,585103030.3551604,1418926245.1256351,795107171.01004,30397743.643433493
10836441992364294144,39007479.68987759,0.0,11554690.569727508,58258726.38802325,87473284.81222731,165243889.28140154,361698677.6125212,708123891.183323,352103656.5059068,7240684.765407596
10836442026724032512,45287029.63901825,0.0,10077059.02817073,50426786.79145684,65099939.51827608,130295683.02624509,296846256.30848044,607912625.4159075,264467416.9300928,10504279.023127563
10836442061083770880,87945668.92433967,0.0,21282420.345426332,97711275.33169374,135531081.61631426,253071625.20864463,571911973.461032,1136154348.7622232,437112956.4153724,14737188.521421306
10836442095443509248,74399170.24586304,0.0,20935486.645584755,97112723.4446505,130360799.58296867,240908790.63437033,573130498.017879,1153091954.9548604,471812256.3960308,12824397.750307545
10836442129803247616,88260611.21286617,0.0,20927369.129681643,108263817.66396597,161156006.8496127,243489813.6917414,556407426.778586,945923066.6213585,272355565.96342516,8634697.252328008
10836442164162985984,101042998.19393547,0.0,30808942.205041047,142324774.39247563,209452082.94128513,277883040.0254375,676678943.1004943,1005376367.09525,205712171.54917783,2833632.4669807036
10836442198522724352,77377040.19539595,0.0,16600391.904737402,88528593.51292138,107607462.03969088,150379152.35197908,349517791.66164505,652790706.1113682,698436609.2249992,65047525.70456059
10836442232882462720,61374893.02948407,0.0,5993105.397100446,42974645.58136226,45373821.274203375,81409693.42018215,184967314.92550337,543655335.2228098,1285258940.5290477,133579653.90242353
10836442267242201088,58117656.21533399,0.0,9644065.48916102,55161356.123121105,67281241.63516848,147766078.39038146,368306393.4746194,886521186.6205006,1288562647.167911,118384456.41747609
10836442301601939456,64159052.4198762,0.0,7515873.116954325,51921178.18082529,59481031.7801353,115602306.10965477,251555380.61711174,683059961.0301937,1051663274.9940492,101036701.34611449
10836442335961677824,72373542.22482459,0.0,21649596.139526766,92790663.9451906,116271585.64147107,223068239.60433704,493458047.71226805,1237783339.8613062,616044828.6561449,14863032.980232539
10836442370321416192,47470648.00876961,0.0,12078069.095203962,64651200.493624695,83724148.99738707,161294932.6735058,341672621.92689806,706027694.0019051,282483188.26731265,7886055.16060477
10836442404681154560,71233793.06415695,0.0,17529481.13088931,87150645.34376507,119121654.55996846,232311097.03450903,544568778.2144889,1255287885.3420825,528416414.02949613,14483500.514005156
10836442439040892928,55684183.58298391,0.0,16229727.770653293,75127223.38295746,100628616.80751579,173397155.70555806,417071667.8273178,1040652951.9377596,1392013750.241927,184769770.0610494
10836442473400631296,36618689.6130335,0.0,9689023.170911305,58370011.62125226,78298686.77298614,111747970.40716472,291577017.9661038,912355892.6048145,2233738167.7523727,320446054.17998576
10836442507760369664,22204495.054647096,0.0,4121038.083046587,11663116.850921335,23681122.824030202,40746902.88362602,148361460.5408482,590677867.090478,2776293041.3403664,460967943.32510984
10836442542120108032,23681445.631486103,0.0,2311905.265081629,18514902.007566303,30174752.084076345,48600683.79864369,162051142.43098873,472123944.9137845,1062523551.7060509,126799083.74678148
10836442576479846400,42593785.76723352,0.0,4691654.613602689,37279231.17875076,57716004.216636226,130508042.68383303,415710818.3017284,1086931998.5748882,1046829327.8531505,59266213.16535283
10836442610839584768,23644287.29048322,0.0,5168818.722501703,41549194.440229096,52490353.06094634,84740476.80487889,187799034.65656868,323561466.6061588,124161856.10106511,6174308.762920597
10836442645199323136,67159142.56566736,0.0,22078344.08388441,97909774.52059415,136109470.23293054,259918998.21669468,638424788.9456441,1634514330.5922468,1235441784.6577952,55498180.25979391
10836442679559061504,22917226.669597603,0.0,6420065.561490117,41451204.69263568,54451443.9977169,82707523.04525058,222463342.35256493,563651156.648453,242170122.40095213,8036416.836867129
10836442713918799872,15910520.523577802,0.0,2651753.4205963,31821041.047155604,39776301.3089445,55686821.8325223,115351273.79593906,169712218.9181632,31821041.047155604,1325876.71029815
10836442748278538240,15914197.259541498,0.0,2652366.209923583,31828394.519082997,39785493.14885375,55699690.408395246,115377930.13167587,169751437.43510932,31828394.519082997,1326183.1049617915
10836442782638276608,15914049.639746927,0.0,2652341.606624488,31828099.279493853,39785124.09936732,55699173.73911424,115376859.88816522,169749862.82396722,31828099.279493853,1326170.803312244
10836442816998014976,15917725.734778013,0.0,2652954.289129669,31835451.469556026,39794314.336945035,55712040.071723044,115403511.5771406,169789074.5042988,31835451.469556026,1326477.1445648344
10836442851357753344,15902974.38784191,0.0,2650495.731306985,31805948.77568382,39757435.969604775,55660410.357446685,115296564.31185386,169631726.80364704,31805948.77568382,1325247.8656534925
10836442885717491712,7690749.856236345,0.0,1281791.6427060575,15381499.71247269,19226874.64059086,26917624.496827208,55757936.4577135,82034665.13318768,15381499.71247269,640895.8213530288
10836442920077230080,13687915.214116724,0.0,2281319.2023527874,27375830.42823345,34219788.03529181,47907703.249408536,99237385.30234624,146004428.9505784,27375830.42823345,1140659.6011763937
10836442954436968448,3215616.3754091966,0.0,655855.0083386585,2401956.172930968,2930493.8487014347,6865623.898733385,22773583.46574961,79245528.87913282,351653893.834816,60623173.437556155
10836442988796706816,760501.0831594683,0.0,108.53005591989621,191264.836377026,381552.90225077287,2091866.3639401773,1334458.387374426,10454882.08740817,67248018.76059052,22225663.922628462
10836443023156445184,3972.859727506372,0.0,3178.2877820050976,2383.715836503823,6356.575564010195,13507.723073521665,30988.3058745497,147790.38186323704,1088563.565336746,428274.2786251869
10836443057516183552,3923484.177243456,0.0,3138787.3417947646,2354090.5063460735,6277574.683589529,13339846.20262775,30603176.582498956,145953611.39345655,1075034664.5647068,422951594.30684453
10836443091875921920,38890.048204384075,0.0,31112.03856350726,23334.028922630445,62224.07712701452,132226.16389490585,303342.3759941958,1446709.7932030875,10655873.208001237,4192347.196432603
10836443126235660288,2284328.9623893825,0.0,726804.0107686853,1933809.0357979003,2998005.0944393664,6541236.096918168,22011954.18322721,97780780.70601097,445842117.7916024,87241630.95001335
10836443160595398656,7833724.356360413,0.0,3433531.14866501,9431382.731642364,16233477.4658539,30901780.33798509,98072196.28068107,472579110.3498942,2113915278.6836333,439354200.5151375
10836443194955137024,11331691.378882434,0.0,4712009.358467031,13942965.504442822,22052900.947442673,52356450.86080861,144500884.29157996,675443336.681469,2965447678.6531744,595418648.6962345
10836443229314875392,10709618.776991615,0.0,4830949.815484455,18565716.151579786,25987359.472670954,39318072.33530144,110158920.79138044,330545018.75626135,379960487.1225834,49104046.356299356
10836443435473305600,506359.7312429411,0.0,405087.7849943529,303815.8387457647,810175.5699887058,1721623.0862259998,3949605.9036949407,18836582.00223741,138742566.36056587,54585579.02798905
10836443469833043968,783610.9817140979,0.0,626888.7853712783,470166.5890284587,1253777.5707425566,2664277.3378279326,6112165.657369964,29150328.519764442,214709408.98966283,84473263.82877976
10836443504192782336,1758772.6172689602,0.0,1407018.0938151681,1055263.570361376,2814036.1876303363,5979826.898714464,13718426.41469789,65426341.362405315,481903697.1316951,189595688.1415939
10836443538552520704,187801.73957888753,0.0,150241.39166311003,112681.04374733253,300482.78332622006,638525.9145682176,1464853.5687153228,6986224.712334616,51457676.64461519,20245027.526604075
10836443744710950912,1281719.775272688,0.0,116519.97957024435,932159.8365619548,1631279.713983421,2679959.5301156202,9787678.283900525,22138796.118346427,134231016.4649215,61522549.21308902
10836443779070689280,12968184.366416657,0.0,1937826.5209373117,7773068.312041298,13525574.107517697,20763014.906750005,72496355.52699414,189479985.03991884,1020074493.8298764,382856990.06882644
10836443882149904384,4780606.741514614,0.0,853679.7752704668,2561039.3258114005,4439134.831406428,6487966.292055547,21854202.24692395,63513775.28012273,313983421.34447765,97148758.42577912
10836444157027811328,432037.6705099356,0.0,29457.1138984047,157104.6074581584,353485.3667808564,687332.657629443,2032540.8589899242,4968433.210864259,19127485.958030786,5636127.792561432
10836444191387549696,1763231.735550868,0.0,120220.345605741,769846.2396794674,1442644.147268892,3191154.5868138364,9710585.5410668,22207230.905567713,87070052.16474724,24160199.027271416
10836444225747288064,4989404.818638397,0.0,902039.28924536,5262469.378673428,7667333.958585559,12179250.979038846,28288998.987044338,46576381.178424135,31743069.251887217,3105921.7794603826
10836444260107026432,49211085.96893314,0.0,9483561.120323109,53775770.83507884,79798383.27086483,112170155.12065876,281413081.6172916,594747262.4506061,1530734618.9467697,353971720.9954597
10836444294466764800,7022137.76843675,0.0,1471093.5355366513,12626514.78681629,14217607.089681685,14613161.04592547,80412366.86216518,305369642.07287514,2032570864.4925785,494442880.87650806
10836444328826503168,17072220.53583804,0.0,1424817.191384579,10289104.679456022,17128962.57284723,27084695.94831142,101649713.97249341,316325916.28994644,1697281473.0394425,475654535.0289886
10836444363186241536,15184627.250005713,0.0,1173334.1680858405,7517471.597024912,13661194.731115613,25851871.735454254,83857640.65606569,217076913.71626118,984293541.3190241,267804708.62366605
10836444397545979904,58289360.84992345,0.0,3974274.603403871,21196131.21815398,47691295.240846455,92733074.07942367,274224947.63486713,670327649.7741196,2580628975.810247,760411207.451274
10836444431905718272,22588330.785249542,0.0,2809085.4786342834,11878481.018273838,27516077.23756235,45950441.233798705,138349251.17122334,372607325.2187754,1612350699.0660331,544482081.6769704
10836444466265456640,16184572.84296817,0.0,3350221.345853276,10625898.753454817,26936140.94710753,45277949.00032506,127405127.50863363,376484551.86777073,1513735941.703085,486600380.3805951
10836444500625195008,56920997.44001938,0.0,4169861.6096284105,21261498.956203427,47952444.997002766,91886482.50262122,273836217.00659066,672680085.353796,2576349164.845719,756246003.3330479
10836444534984933376,51039574.726199515,0.0,5012909.126012022,21547109.387505367,49086310.14953004,88258700.01016654,272215365.1874286,682940619.4489646,2558419020.1059403,738456412.9848459
10836444569344671744,56174055.48858525,0.0,3830049.237858085,20426929.268576454,45960590.85429702,89367815.55002199,264273397.41220787,646001638.1187304,2486978638.4491835,732816087.5101804
10836444603704410112,25119684.298218332,0.0,1712705.7476057955,9134430.653897576,20552468.971269548,39963134.1108019,118176696.58479989,288876369.42951083,1112116932.1120298,327697699.70857555
10836444638064148480,34345532.47864054,0.0,2672804.743037807,13134434.686631748,29683205.838260144,56165211.520151004,168512087.28038293,415703316.44807583,1585092198.4120765,463737022.4630833
10836444672423886848,5111086.956927798,0.0,1248383.5749117904,3567805.3414732744,8052233.962247766,11509452.538517516,40364790.68436524,109833956.6132937,401553698.36902744,111420768.59727138
10836444706783625216,13719641.093455084,0.0,2314088.220911673,7589708.966011373,13311961.2477115,19723636.679740682,63967001.86925621,187836315.77511624,935548384.7985499,286910212.17900765
10836444741143363584,21044295.074329585,0.0,5489816.106346848,15554478.967982737,36598774.042312324,52153253.010295056,183908839.56261942,495913388.27333194,1721972318.6907947,466634369.0394821
10836444775503101952,29829665.240317747,0.0,7781651.801822022,22048013.438495725,51877678.67881347,73925692.1173092,260685335.3610377,702942546.0979226,2440844781.838174,661440403.1548718
10836444809862840320,37024906.12621022,0.0,6661957.154986374,21415595.51266943,50495110.328115284,77188994.47939557,260870234.83365858,694745643.1277505,2472338771.9893584,682029623.6472349
10836444844222578688,33884359.99255586,0.0,1025546.3171118882,7561205.560632171,29572721.89633139,38493011.60816121,137555294.48661378,487515191.2405598,1767700148.2746797,453511148.45427215
10836444878582317056,27610118.88362197,0.0,4423902.020476549,5954068.819196569,31350542.30811263,40761313.89427231,125684012.55395555,477576253.2473675,1774966476.351543,427767773.3504651
10836444912942055424,30514800.469382044,0.0,7779423.961647175,22105458.50633237,52239382.56695157,74352386.3106988,261602195.9755599,709444379.5572239,2473214347.186175,670453077.3445228
10836444947301793792,25760449.30494105,0.0,6369056.789977818,19584769.906075258,45231060.55239713,69456899.40703364,234452315.75340325,629160476.9194033,2405633598.0223513,677991086.6942095
10836444981661532160,17050342.45145659,0.0,2903882.0360697787,9729994.087636191,25189075.228118844,34727458.34608558,116277182.02929547,433505489.99328953,1843026444.251288,446127063.4886207
10836445016021270528,20181758.596634615,0.0,3499956.2073986866,13350723.229366394,29666382.80129731,40115440.2975488,154915983.75171223,460135430.97681993,1817390474.0420766,509454015.82652324
10836445050381008896,17964825.300493773,0.0,3732003.2245275145,15033303.011307765,34888576.653239,62718445.34006834,192201588.37172553,506401855.28076893,2261375762.193783,675730391.4386175
10836445084740747264,18564346.775921382,0.0,4769044.894851479,18093724.880156834,35973233.26537085,66742170.34251903,185820091.59619796,510408491.42044777,2345379102.2420487,700292918.8264186
10836445119100485632,23686280.515423752,0.0,4332886.9869674845,16280552.087504173,31248712.057327587,51858103.74398546,159057215.60821515,444025624.8142152,2126677340.7067041,640514399.4392064
10836445153460224000,22920509.36631611,0.0,4652074.278863716,19376805.752746053,32792346.098628197,54901457.1330571,152032280.8653152,443754491.036072,2147724346.946244,625527602.3236629
10836445187819962368,19881398.7816111,0.0,10603412.68352592,31810238.05057776,46389930.4904259,87478154.63908884,243878491.72109616,649459026.8659626,2776768696.49835,785977965.1663588
10836445222179700736,16186121.370642131,0.0,7434288.175430205,26531586.647272732,43229125.47097892,75869408.3169901,196362165.1123096,536491995.64522594,2465026442.6917315,713219878.220384
10836445256539439104,9812626.753967572,0.0,2362336.7174730417,16541477.775424154,34273903.72420167,52089437.02451475,112596777.12774731,328831768.82793415,1796952177.862449,549504751.3721613
10836445290899177472,26794479.974998288,0.0,2362034.489749196,14780860.709984459,37168949.56696371,60425173.58857443,170748839.9372902,466638120.8202647,2741789079.8672814,963419063.7492827
10836445325258915840,24450565.778561875,0.0,4181495.784950001,19398934.48092041,38739864.43376586,65857153.27360693,177229758.1596372,502754412.4851316,2624424468.9714904,817528384.9258521
10836445359618654208,31683186.71892685,0.0,4732985.0133938845,17955125.239488073,33600161.1464208,51103837.48908637,156153642.16784018,459943281.56125414,2362332481.84511,730255130.8252923
10836445393978392576,24432431.712602615,0.0,4362934.234393324,13088802.703179972,22687258.018845286,33158300.18138926,111691116.4004691,324602307.0388633,1604687211.4098647,496501915.87396026
10836445428338130944,25983776.16809613,0.0,4565830.657423512,14081866.496830225,24418818.581827313,35884186.53206253,121374759.27689907,348584539.9201293,1739597816.2323093,551433114.4293202
10836445462697869312,25944900.78307371,0.0,3801594.5690634823,15183542.389547523,27611957.131408095,42510466.99490793,143695852.6218279,382250749.0096919,2062141478.6825633,752392835.1637931
10836445497057607680,14337306.21157829,0.0,1297467.3851798738,10119079.18304028,18425203.290916946,30232739.706735164,107292971.01551779,247756937.7015699,1496767706.9144044,667533401.2076601
10836445531417346048,15846697.97580675,0.0,1654981.361445136,11056427.743329842,19326914.319344908,31339628.01668589,113516051.99005045,263965715.4874694,1564090441.816208,692955385.2435553
10836445565777084416,1857553.4998944937,0.0,168868.4999904085,1350947.999923268,2364158.999865719,3883975.4997793958,14184953.999194315,32085014.998177618,194536511.9889506,89162567.99493569
10836445600136822784,153561.1932766657,0.0,13960.10847969688,111680.86783757505,195441.51871575633,321082.49503302824,1172649.112294538,2652420.611142407,16082044.968610806,7370937.2772799535
10836445668856299520,12406525.95824638,0.0,1118827.6213161754,8552932.475455604,16061275.193500252,26329568.03288273,91396544.97257903,214466268.40167385,1292070927.7168245,563996432.7612276
10836445703216037888,190982.98595888997,0.0,26497.748495606174,197625.95260873827,378146.49661654205,595092.1800428309,1694637.565454807,4288058.375647394,24782992.12449386,9676822.581168665
10836445909374468096,4512402.480580753,0.0,1270801.3284681323,7754003.632693373,17427714.30452731,27101424.97636125,63437880.85439877,204766929.24312878,1189957162.0743098,367735392.51244235
10836445943734206464,7583824.117057691,0.0,2698995.927961901,12468766.212864885,29379334.37523395,44307725.558388345,104742769.91978805,323604692.16360164,1792695908.0664086,555340727.4702824
10836445978093944832,17278271.60774517,0.0,3475628.4240143187,17060262.579118367,27556095.287958782,35288155.57735653,98487561.82494214,391789945.59762216,2318893838.384052,790263914.8526146
10836446012453683200,617335.9889718667,0.0,308667.99448593333,926003.9834578,3395347.9393452667,5864691.895232733,18520079.669156,74388986.67110993,485534755.32637316,155260001.22642446
10836446046813421568,314685.1522409758,0.0,48413.10034476551,290478.602068593,363098.25258574134,399408.07784431544,1065088.2075848412,4611347.807838915,27038716.542551536,9670516.79386691
10836446081173159936,20549854.620532554,0.0,3213320.084943636,25789955.187282693,39926019.42232802,54738747.96667552,114242929.02249965,289625288.4310286,842715058.8047681,283191448.8237411
10836446115532898304,6616232.631192952,0.0,708882.0676278163,9688054.924246823,16776875.600524986,21030168.006291885,55529095.29751228,140358649.39030764,390357725.24038416,81757731.79974148
10836446837087404032,9262259.105375288,0.0,992384.9041473523,13562593.690013815,23486442.731487337,29440752.156371452,77736817.4915426,196492211.02117574,546473287.217142,114455058.94499463
10836446871447142400,34663019.42856985,0.0,3713894.938775341,50756564.16326299,87895513.5510164,110178883.18366845,290921770.20406836,735351197.8775176,2045118146.2856212,428335882.938756
10836446905806880768,36070009.46787899,0.0,3864643.871558463,52816799.57796566,91463238.2935503,114651101.52290107,302730436.60541296,765199486.5685757,2128130558.6048603,445722259.8530761
10836446940166619136,24986590.409421265,0.0,2677134.6867237072,36587507.385224,63358854.25246107,79421662.37280332,209708883.79335704,530072667.971294,1474208834.1558547,308762867.20213425
10836446974526357504,18499385.997106384,0.0,1982077.0711185413,27088386.638620064,46909157.349805474,58801619.77651673,155262703.90428573,392451260.0814712,1091463773.8292768,228599555.53567177
10836447111965310976,2233234.538988088,0.0,239275.1291772951,3270093.4320897,5662844.723862651,7098495.498926422,18743218.45222145,47376475.577104434,131760837.80029717,27596398.23178137
10836447215044526080,15575.048167628513,0.0,1668.7551608173405,22806.32053117032,39493.87213934372,49506.40310424777,130719.15426402501,330413.5218418334,918927.8418900822,192463.09521426662
10836447249404264448,9233337.446320144,0.0,989286.1549628726,13520244.117825925,23413105.667454652,29348822.597231887,77494082.13875836,195878658.68264878,544766909.3328885,114097669.87238464
10836447283764002816,23093193.651541386,0.0,2474270.7483794345,33815033.561185606,58557741.044979945,73403365.53525655,193817875.28972235,489905608.179128,1362498425.4409418,285365892.9797614
10836447318123741184,1359919.809098621,0.0,145705.6938319951,1991311.1490372664,3448368.087357217,4322602.250349188,11413612.683506282,28849727.37873503,80235268.73681863,16804723.3552901
10836447352483479552,26558039.550345253,0.0,2867888.141327639,38630396.88928675,66954120.3624182,84036099.3491564,221099658.3358823,559673219.3595388,1552801582.4387238,324767197.2710662
10836447386843217920,12862594.95786808,0.0,1389135.228953996,18712577.323163707,32432906.186055128,40705613.8687885,107120524.71167125,271144084.2706635,752532866.8774779,157429576.72415093
10836447421202956288,9064402.495990822,0.0,2825363.9399788138,6236272.1407669345,15286842.560532387,20390755.99311174,73423499.0412632,201700001.46374246,1052959793.1151559,302152553.7223725
10836447455562694656,21135133.02761534,0.0,6481728.692771683,14450666.858569609,35378898.8862489,47346961.87511028,170180188.8432307,466205845.5296418,2422060380.452223,694355638.8362681
10836447489922433024,69187646.3211362,0.0,23663296.45332859,119988191.21669339,171328601.1893627,263121481.95378402,684992884.9548864,1199702911.5509522,905329032.5999293,141962670.43088704
10836447524282171392,35012542.54175109,0.0,4241194.231260013,48094525.33209084,84232329.71928449,107265928.2437215,275744171.77256024,701790524.94309,1950265664.4349887,415295842.2032841
10836447558641909760,47020819.66010536,0.0,6027126.814413192,68693156.92129965,116996545.88254435,155894822.0108263,365097899.96016574,852115582.8389137,1893050512.680492,408583404.3501456
10836447593001648128,35254632.145789236,0.0,4482791.651191514,51509624.27196567,87801745.19301891,116649534.092365,274817612.1069608,644200632.6593434,1451544861.2401044,312643969.33811826
10836447627361386496,54948794.19774472,0.0,8630989.937417198,74070320.60353322,118906523.11758131,167835353.47034797,338956603.10358614,765814518.8936796,1561893482.0620973,496286112.0940776
10836447661721124864,76371899.92832728,0.0,13183652.774621053,114477964.71601202,186283708.71450654,271915667.0792324,545204174.1981375,1071429458.1169939,1016783871.1881231,253355869.01432022
10836447696080863232,60687579.24825902,0.0,24762706.474502586,89663731.52845018,142146839.7480896,230456372.8254339,508421537.65164876,1238090628.6594372,1224293743.597708,213938806.00947088
10836447730440601600,27055781.014648475,0.0,5361664.464896623,28973259.655518856,45289769.621168405,57257458.95663269,137901125.2295599,449573685.46546715,2113041720.3243694,732015834.8911055
10836447764800339968,10485515.686836565,0.0,6040598.468188432,15797588.44727454,31580067.578913286,51304560.06792284,139177149.20617226,381357182.8997686,1723146654.073843,516291952.95343757
10836447799160078336,22272280.57565905,0.0,5445135.22660933,22505773.931054994,45629282.577931195,68168811.08959882,176355306.3947919,505161128.1625555,1614848689.193024,437394018.7280037
10836447833519816704,27111647.67946934,0.0,3085164.207719498,19214993.230331905,44687051.211486235,65323323.75072899,176887289.54082868,501215164.7686524,1879390791.9072704,545922566.8960325
10836447867879555072,58934148.15326795,0.0,22876205.233631864,95216153.02886084,162981592.97018152,229089090.26831615,602003371.3314588,1187937336.5274441,1095405614.0478826,148475229.3529535
10836447902239293440,28634858.039309893,0.0,6940157.94153097,30874521.391028106,57093824.84451434,73343271.28639023,250500418.90971068,611420201.5324916,2413928087.0906115,650396998.5015526
10836447936599031808,26395397.554183938,0.0,4898723.561741394,27381483.72663699,51152852.82803505,64931883.77094228,242393579.70723078,618978337.8986142,2312142220.885392,613240366.7870964
10836447970958770176,21723112.954217516,0.0,3697759.3868837003,16667301.905805867,34055434.38745217,46844013.226720184,161994335.5639689,431840511.06075406,1739269335.6754923,502010984.339885
10836448005318508544,21468849.783100653,0.0,2105084.959453731,15258998.945357563,25364654.10393415,42662034.380710594,129097193.31252769,390998501.2348859,2568087079.5847745,794575777.5648543
10836448039678246912,17822401.734024458,0.0,2142611.549705663,13010583.657385046,26958615.195451677,35963898.181834854,118670578.72056496,378365035.32040966,2675325439.6607223,822298772.7051779
10836448074037985280,19496425.39965583,0.0,1023157.4112481087,12903764.913147463,35008625.91808075,43025168.403843045,134271936.58408672,433664253.09424984,1838911750.8431091,614641368.5167366
10836448108397723648,21281424.995515537,0.0,941006.5469937503,25053941.261624668,35408711.18208993,55320085.56950908,161530740.47060457,441475490.42690873,2088663367.8716552,597980767.429258
10836448142757462016,42430410.32364323,0.0,18671898.74542951,86828499.61234167,126663273.75128944,178403468.56349576,751983414.8804368,1428185423.1063416,1123195980.291275,290476366.30489457
10836448177117200384,18718211.02983528,0.0,6416137.576948568,30222739.68189629,49897568.66417393,78415699.74983776,269443572.61589587,627326427.7272165,1747600321.843498,664532581.5839826
10836448211476938752,13382811.913680132,0.0,2540452.292068149,12075796.882956142,29180813.18184346,55057749.361573614,121025884.81219628,446391867.70476913,2725015999.8814564,1103324329.5435336
10836448245836677120,5566798.790571947,0.0,925267.7828091482,4959478.7643171875,11769493.09425267,21846520.15087419,49000851.010054074,177304168.56687176,1089191383.7702405,446074204.9998995
10836448280196415488,571947.3649583224,0.0,114389.47299166449,514752.62846249016,1258284.2029083094,2459373.6693207864,5261915.7576165665,19674989.35456629,119880167.69526438,49244668.122911565
